CODIGO_ACCIDENTE,FECHA,VEHICULO,CLASE,SERVICIO,MODALIDAD,ENFUGA
10474975,06/02/2019,10474975-2,5.0,2.0,11.0,N
10474980,06/02/2019,10474980-1,2.0,2.0,10.0,N
10474979,06/02/2019,10474979-1,1.0,2.0,5.0,N
10474979,06/02/2019,10474979-2,4.0,2.0,11.0,N
10474982,06/02/2019,10474982-1,2.0,2.0,4.0,N
10474983,06/02/2019,10474983-2,4.0,2.0,11.0,N
10474986,06/02/2019,10474986-1,1.0,2.0,5.0,N
10474984,06/02/2019,10474984-4,1.0,2.0,5.0,N
10474987,06/02/2019,10474987-1,5.0,2.0,11.0,N
10474988,06/02/2019,10474988-1,7.0,2.0,4.0,N
10474990,06/02/2019,10474990-1,1.0,2.0,5.0,N
10474990,06/02/2019,10474990-2,2.0,2.0,4.0,N
10474991,06/02/2019,10474991-1,2.0,2.0,10.0,N
10474991,06/02/2019,10474991-2,5.0,2.0,11.0,N
10474989,06/02/2019,10474989-1,1.0,2.0,5.0,N
10474992,06/02/2019,10474992-1,2.0,2.0,6.0,N
10474997,06/02/2019,10474997-2,7.0,2.0,4.0,N
10474994,06/02/2019,10474994-2,1.0,2.0,5.0,N
10474998,06/02/2019,10474998-1,2.0,2.0,10.0,N
10474999,06/02/2019,10474999-1,1.0,2.0,5.0,N
10475003,06/02/2019,10475003-1,1.0,2.0,5.0,N
10475003,06/02/2019,10475003-2,2.0,2.0,4.0,N
10475004,06/02/2019,10475004-1,1.0,2.0,5.0,N
10475004,06/02/2019,10475004-2,3.0,2.0,6.0,N
10475007,06/02/2019,10475007-1,1.0,2.0,7.0,N
10475007,06/02/2019,10475007-2,2.0,2.0,4.0,N
10475008,06/02/2019,10475008-1,1.0,2.0,5.0,N
10475009,06/02/2019,10475009-2,1.0,2.0,5.0,N
10475011,06/02/2019,10475011-2,1.0,2.0,5.0,N
10475012,06/02/2019,10475012-1,2.0,2.0,4.0,N
10475013,06/02/2019,10475013-1,8.0,2.0,11.0,N
10475014,06/02/2019,10475014-1,1.0,2.0,5.0,N
10475016,06/02/2019,10475016-1,1.0,2.0,5.0,N
10475016,06/02/2019,10475016-2,7.0,2.0,4.0,N
10475015,06/02/2019,10475015-1,7.0,2.0,4.0,N
10475015,06/02/2019,10475015-2,2.0,2.0,7.0,N
10475017,06/02/2019,10475017-1,2.0,2.0,10.0,N
10475018,06/02/2019,10475018-2,2.0,2.0,4.0,N
10475020,06/02/2019,10475020-2,5.0,2.0,11.0,N
10475022,06/02/2019,10475022-1,7.0,2.0,4.0,N
10475022,06/02/2019,10475022-2,5.0,2.0,11.0,N
10475023,06/02/2019,10475023-1,7.0,2.0,10.0,N
10475023,06/02/2019,10475023-2,5.0,2.0,11.0,N
10475025,06/02/2019,10475025-2,2.0,2.0,4.0,N
10475026,06/02/2019,10475026-1,4.0,2.0,11.0,N
10475027,06/02/2019,10475027-2,1.0,2.0,5.0,N
10475028,06/02/2019,10475028-2,2.0,2.0,10.0,N
10475030,06/02/2019,10475030-2,1.0,2.0,5.0,N
10475031,06/02/2019,10475031-1,7.0,2.0,4.0,N
10475035,06/02/2019,10475035-1,5.0,2.0,11.0,N
10475038,06/02/2019,10475038-1,4.0,2.0,11.0,N
10475057,06/02/2019,10475057-1,7.0,2.0,6.0,N
10475063,06/02/2019,10475063-1,1.0,2.0,5.0,N
10475064,06/02/2019,10475064-2,3.0,2.0,4.0,N
10475068,06/02/2019,10475068-2,1.0,2.0,5.0,N
10475115,07/02/2019,10475115-1,4.0,2.0,11.0,N
10475115,07/02/2019,10475115-2,4.0,2.0,11.0,N
10475122,07/02/2019,10475122-1,1.0,2.0,5.0,N
10475122,07/02/2019,10475122-2,1.0,2.0,5.0,N
10475125,07/02/2019,10475125-1,1.0,2.0,5.0,N
10475133,07/02/2019,10475133-1,3.0,2.0,10.0,N
10475133,07/02/2019,10475133-2,4.0,2.0,11.0,N
10474960,07/02/2019,10474960-1,1.0,2.0,5.0,N
10474977,07/02/2019,10474977-1,1.0,2.0,5.0,N
10475034,07/02/2019,10475034-1,3.0,2.0,10.0,N
10475037,07/02/2019,10475037-1,1.0,2.0,5.0,N
10475037,07/02/2019,10475037-2,1.0,2.0,5.0,N
10475039,07/02/2019,10475039-1,1.0,2.0,5.0,N
10475039,07/02/2019,10475039-2,9.0,2.0,5.0,N
10475040,07/02/2019,10475040-1,1.0,2.0,5.0,N
10475040,07/02/2019,10475040-2,4.0,2.0,11.0,N
10475041,07/02/2019,10475041-2,1.0,2.0,5.0,N
10475041,07/02/2019,10475041-3,4.0,2.0,11.0,N
10475042,07/02/2019,10475042-1,7.0,2.0,4.0,N
10475042,07/02/2019,10475042-2,5.0,2.0,11.0,N
10475043,07/02/2019,10475043-1,9.0,2.0,11.0,N
10475043,07/02/2019,10475043-2,2.0,2.0,10.0,N
10475045,07/02/2019,10475045-2,8.0,2.0,11.0,N
10475048,07/02/2019,10475048-1,2.0,2.0,4.0,N
10475048,07/02/2019,10475048-2,1.0,2.0,5.0,N
10475050,07/02/2019,10475050-1,2.0,2.0,4.0,N
10475058,07/02/2019,10475058-1,7.0,2.0,4.0,N
10475060,07/02/2019,10475060-2,1.0,2.0,5.0,N
10475065,07/02/2019,10475065-1,5.0,2.0,11.0,N
10475066,07/02/2019,10475066-1,1.0,2.0,5.0,N
10475069,07/02/2019,10475069-1,2.0,2.0,4.0,N
10475072,07/02/2019,10475072-1,3.0,2.0,4.0,N
10475074,07/02/2019,10475074-1,2.0,2.0,10.0,N
10475074,07/02/2019,10475074-2,4.0,2.0,11.0,N
10475077,07/02/2019,10475077-1,4.0,2.0,11.0,N
10475075,07/02/2019,10475075-1,2.0,2.0,4.0,N
10475078,07/02/2019,10475078-1,1.0,2.0,5.0,N
10475079,07/02/2019,10475079-1,1.0,2.0,5.0,N
10475080,07/02/2019,10475080-1,2.0,2.0,4.0,N
10475088,07/02/2019,10475088-1,2.0,2.0,10.0,N
10475087,07/02/2019,10475087-1,5.0,2.0,11.0,N
10475093,07/02/2019,10475093-1,1.0,2.0,5.0,N
10475093,07/02/2019,10475093-2,5.0,2.0,11.0,N
10475097,07/02/2019,10475097-1,1.0,2.0,5.0,N
10475107,08/02/2019,10475107-1,1.0,2.0,5.0,N
10475109,08/02/2019,10475109-1,1.0,2.0,5.0,N
10475114,08/02/2019,10475114-1,1.0,2.0,5.0,N
10475113,08/02/2019,10475113-1,4.0,2.0,11.0,N
10475118,08/02/2019,10475118-1,2.0,2.0,7.0,N
10475118,08/02/2019,10475118-2,1.0,2.0,5.0,N
10475121,08/02/2019,10475121-1,2.0,2.0,4.0,N
10475123,08/02/2019,10475123-1,1.0,2.0,5.0,N
10475124,08/02/2019,10475124-2,3.0,2.0,10.0,N
10475127,08/02/2019,10475127-1,1.0,2.0,5.0,N
10475128,08/02/2019,10475128-2,1.0,2.0,5.0,N
10475130,08/02/2019,10475130-2,7.0,2.0,4.0,N
10475131,08/02/2019,10475131-1,1.0,2.0,5.0,N
10475131,08/02/2019,10475131-2,2.0,2.0,4.0,N
10475132,08/02/2019,10475132-2,2.0,2.0,10.0,N
10475135,08/02/2019,10475135-1,7.0,2.0,7.0,N
10475136,08/02/2019,10475136-1,5.0,2.0,11.0,N
10475138,08/02/2019,10475138-2,5.0,2.0,11.0,N
10475143,08/02/2019,10475143-1,5.0,2.0,11.0,N
10475145,08/02/2019,10475145-1,1.0,2.0,5.0,N
10475147,08/02/2019,10475147-1,3.0,2.0,4.0,N
10475146,08/02/2019,10475146-3,5.0,2.0,11.0,N
10475150,08/02/2019,10475150-1,4.0,2.0,5.0,N
10475149,08/02/2019,10475149-2,4.0,2.0,11.0,N
10475151,08/02/2019,10475151-1,1.0,2.0,5.0,N
10475153,08/02/2019,10475153-1,1.0,2.0,5.0,N
10475156,08/02/2019,10475156-1,8.0,2.0,11.0,N
10475155,08/02/2019,10475155-2,8.0,2.0,11.0,N
10475159,08/02/2019,10475159-1,1.0,2.0,5.0,N
10475161,08/02/2019,10475161-1,2.0,2.0,10.0,N
10475163,08/02/2019,10475163-1,4.0,2.0,11.0,N
10475162,08/02/2019,10475162-2,4.0,2.0,11.0,N
10475167,08/02/2019,10475167-1,1.0,2.0,5.0,N
10475166,08/02/2019,10475166-1,1.0,2.0,5.0,N
10475168,08/02/2019,10475168-1,5.0,2.0,11.0,N
10475170,08/02/2019,10475170-2,9.0,2.0,11.0,N
10475173,08/02/2019,10475173-1,1.0,2.0,5.0,N
10475174,08/02/2019,10475174-2,2.0,2.0,10.0,N
10475176,08/02/2019,10475176-1,2.0,2.0,10.0,N
10475183,08/02/2019,10475183-1,1.0,2.0,5.0,N
10475183,08/02/2019,10475183-2,4.0,2.0,11.0,N
10475187,08/02/2019,10475187-2,1.0,2.0,5.0,N
10475191,08/02/2019,10475191-2,7.0,2.0,4.0,N
10475192,08/02/2019,10475192-1,5.0,2.0,8.0,N
10475193,08/02/2019,10475193-1,1.0,2.0,5.0,N
10475212,08/02/2019,10475212-1,5.0,2.0,2.0,N
10475240,08/02/2019,10475240-2,1.0,2.0,5.0,N
10475242,08/02/2019,10475242-1,2.0,2.0,10.0,N
10475243,08/02/2019,10475243-1,1.0,2.0,5.0,N
10475246,08/02/2019,10475246-1,2.0,2.0,10.0,N
10475246,08/02/2019,10475246-2,1.0,2.0,5.0,N
10475245,08/02/2019,10475245-1,1.0,2.0,5.0,N
10475249,08/02/2019,10475249-1,6.0,2.0,1.0,N
10475254,08/02/2019,10475254-2,5.0,2.0,11.0,N
10475255,08/02/2019,10475255-1,1.0,2.0,5.0,N
10475255,08/02/2019,10475255-2,5.0,2.0,11.0,N
10475252,08/02/2019,10475252-3,1.0,2.0,5.0,N
10475258,08/02/2019,10475258-2,2.0,2.0,4.0,N
10475266,08/02/2019,10475266-1,2.0,2.0,10.0,N
10475278,08/02/2019,10475278-1,5.0,2.0,11.0,N
10475278,08/02/2019,10475278-2,5.0,2.0,11.0,N
10475282,08/02/2019,10475282-1,2.0,2.0,4.0,N
10475282,08/02/2019,10475282-2,2.0,2.0,4.0,N
10475285,08/02/2019,10475285-1,5.0,2.0,11.0,N
10475285,08/02/2019,10475285-2,2.0,2.0,10.0,N
10475294,08/02/2019,10475294-1,2.0,2.0,4.0,N
10475298,08/02/2019,10475298-1,7.0,2.0,4.0,N
10475302,08/02/2019,10475302-1,4.0,2.0,11.0,N
10475305,08/02/2019,10475305-1,4.0,2.0,11.0,N
10475305,08/02/2019,10475305-2,5.0,2.0,11.0,N
10475309,08/02/2019,10475309-1,7.0,2.0,4.0,N
10475309,08/02/2019,10475309-3,1.0,2.0,5.0,N
10475356,08/02/2019,10475356-2,4.0,2.0,11.0,N
10475360,08/02/2019,10475360-1,1.0,2.0,5.0,N
10475361,08/02/2019,10475361-2,9.0,2.0,11.0,N
10475374,08/02/2019,10475374-1,2.0,2.0,10.0,N
10475376,08/02/2019,10475376-2,3.0,2.0,4.0,N
10475380,08/02/2019,10475380-1,5.0,2.0,11.0,N
10475380,08/02/2019,10475380-2,2.0,2.0,4.0,N
10475082,08/02/2019,10475082-1,3.0,2.0,4.0,N
10475085,08/02/2019,10475085-1,2.0,2.0,10.0,N
10475089,08/02/2019,10475089-1,2.0,2.0,4.0,N
10475092,08/02/2019,10475092-1,3.0,2.0,10.0,N
10475094,08/02/2019,10475094-1,2.0,2.0,10.0,N
10475095,08/02/2019,10475095-2,1.0,2.0,5.0,N
10475098,08/02/2019,10475098-1,5.0,2.0,11.0,N
10475100,08/02/2019,10475100-2,1.0,2.0,5.0,N
10475103,08/02/2019,10475103-1,7.0,2.0,4.0,N
10475104,08/02/2019,10475104-1,1.0,2.0,5.0,N
10475148,09/02/2019,10475148-2,2.0,2.0,10.0,N
10475152,09/02/2019,10475152-3,5.0,2.0,8.0,N
10475157,09/02/2019,10475157-1,1.0,2.0,5.0,N
10475157,09/02/2019,10475157-2,4.0,2.0,2.0,N
10475164,09/02/2019,10475164-1,4.0,2.0,11.0,N
10475172,09/02/2019,10475172-1,1.0,2.0,5.0,N
10475196,09/02/2019,10475196-1,2.0,2.0,10.0,N
10475196,09/02/2019,10475196-2,2.0,2.0,10.0,N
10475201,09/02/2019,10475201-2,1.0,2.0,5.0,N
10475199,09/02/2019,10475199-2,4.0,2.0,2.0,N
10475204,09/02/2019,10475204-1,1.0,2.0,5.0,N
10475204,09/02/2019,10475204-2,4.0,2.0,2.0,N
10475207,09/02/2019,10475207-1,2.0,2.0,10.0,N
10475211,09/02/2019,10475211-1,2.0,2.0,10.0,N
10475213,09/02/2019,10475213-2,1.0,2.0,5.0,N
10475215,09/02/2019,10475215-2,1.0,2.0,5.0,N
10475229,09/02/2019,10475229-1,1.0,2.0,5.0,N
10475247,09/02/2019,10475247-2,8.0,2.0,2.0,N
10475250,09/02/2019,10475250-1,1.0,2.0,5.0,N
10475253,09/02/2019,10475253-1,2.0,2.0,5.0,N
10475253,09/02/2019,10475253-2,4.0,2.0,2.0,N
10475261,09/02/2019,10475261-2,2.0,2.0,10.0,N
10475264,09/02/2019,10475264-1,5.0,2.0,11.0,N
10475269,09/02/2019,10475269-1,2.0,2.0,10.0,N
10475272,09/02/2019,10475272-2,4.0,2.0,2.0,N
10475274,09/02/2019,10475274-1,1.0,2.0,5.0,N
10475277,09/02/2019,10475277-1,2.0,2.0,10.0,N
10475277,09/02/2019,10475277-2,4.0,2.0,11.0,N
10475281,09/02/2019,10475281-1,2.0,2.0,10.0,N
10475281,09/02/2019,10475281-2,1.0,2.0,5.0,N
10475289,09/02/2019,10475289-1,4.0,2.0,2.0,N
10475290,09/02/2019,10475290-2,4.0,2.0,11.0,N
10475293,09/02/2019,10475293-1,5.0,2.0,2.0,N
10475292,09/02/2019,10475292-1,2.0,2.0,4.0,N
10475292,09/02/2019,10475292-2,8.0,2.0,11.0,N
10475295,09/02/2019,10475295-2,1.0,2.0,5.0,N
10475299,09/02/2019,10475299-2,5.0,2.0,7.0,N
10475310,09/02/2019,10475310-2,1.0,2.0,5.0,N
10475313,09/02/2019,10475313-1,8.0,2.0,11.0,N
10475314,09/02/2019,10475314-1,2.0,2.0,10.0,N
10475314,09/02/2019,10475314-2,7.0,2.0,4.0,N
10475316,09/02/2019,10475316-2,1.0,2.0,5.0,N
10475320,09/02/2019,10475320-2,4.0,2.0,1.0,N
10475319,09/02/2019,10475319-1,4.0,2.0,11.0,N
10475324,09/02/2019,10475324-2,1.0,2.0,5.0,N
10475326,09/02/2019,10475326-2,2.0,2.0,4.0,N
10475327,09/02/2019,10475327-1,1.0,2.0,5.0,N
10475331,09/02/2019,10475331-2,4.0,2.0,1.0,N
10475332,09/02/2019,10475332-1,5.0,2.0,11.0,N
10475332,09/02/2019,10475332-2,5.0,2.0,11.0,N
10475333,09/02/2019,10475333-2,2.0,2.0,4.0,N
10475336,09/02/2019,10475336-1,2.0,2.0,4.0,N
10475336,09/02/2019,10475336-2,1.0,2.0,5.0,N
10475345,09/02/2019,10475345-2,5.0,2.0,11.0,N
10475345,09/02/2019,10475345-3,1.0,2.0,5.0,N
10475350,09/02/2019,10475350-2,1.0,2.0,5.0,N
10475369,09/02/2019,10475369-1,6.0,2.0,7.0,N
10475369,09/02/2019,10475369-2,7.0,2.0,4.0,N
10475383,09/02/2019,10475383-1,1.0,2.0,5.0,N
10475387,09/02/2019,10475387-1,2.0,2.0,10.0,N
10475423,09/02/2019,10475423-1,1.0,2.0,5.0,N
10475562,09/02/2019,10475562-1,4.0,2.0,11.0,N
10476417,10/02/2019,10476417-1,1.0,2.0,5.0,N
10475203,10/02/2019,10475203-1,1.0,2.0,5.0,N
10475216,10/02/2019,10475216-2,1.0,2.0,5.0,N
10475224,10/02/2019,10475224-1,5.0,2.0,7.0,N
10475230,10/02/2019,10475230-1,1.0,2.0,5.0,N
10475284,10/02/2019,10475284-2,2.0,2.0,10.0,N
10475304,10/02/2019,10475304-1,5.0,2.0,7.0,N
10475308,10/02/2019,10475308-1,3.0,2.0,10.0,N
10475312,10/02/2019,10475312-1,3.0,2.0,4.0,N
10475311,10/02/2019,10475311-2,1.0,2.0,5.0,N
10475315,10/02/2019,10475315-1,2.0,2.0,10.0,N
10475318,10/02/2019,10475318-1,1.0,2.0,5.0,N
10475318,10/02/2019,10475318-2,1.0,2.0,5.0,N
10475325,10/02/2019,10475325-1,1.0,2.0,5.0,N
10475328,10/02/2019,10475328-1,2.0,2.0,10.0,N
10475330,10/02/2019,10475330-2,5.0,2.0,2.0,N
10475338,10/02/2019,10475338-2,1.0,2.0,5.0,N
10475339,10/02/2019,10475339-1,1.0,2.0,5.0,N
10475340,10/02/2019,10475340-2,5.0,2.0,2.0,N
10475341,10/02/2019,10475341-1,2.0,2.0,4.0,N
10475341,10/02/2019,10475341-2,1.0,2.0,5.0,N
10475347,10/02/2019,10475347-2,1.0,2.0,5.0,N
10475353,10/02/2019,10475353-1,2.0,2.0,4.0,N
10475358,10/02/2019,10475358-1,2.0,2.0,4.0,N
10475362,10/02/2019,10475362-1,1.0,2.0,5.0,N
10475362,10/02/2019,10475362-2,2.0,2.0,4.0,N
10475365,10/02/2019,10475365-2,1.0,2.0,5.0,N
10475366,10/02/2019,10475366-1,2.0,2.0,10.0,N
10475370,10/02/2019,10475370-2,1.0,2.0,5.0,N
10475371,10/02/2019,10475371-1,2.0,2.0,4.0,N
10475379,10/02/2019,10475379-1,2.0,2.0,10.0,N
10475382,10/02/2019,10475382-1,1.0,2.0,5.0,N
10475386,10/02/2019,10475386-1,2.0,2.0,4.0,N
10475391,10/02/2019,10475391-2,1.0,2.0,5.0,N
10475411,10/02/2019,10475411-1,8.0,2.0,11.0,N
10475411,10/02/2019,10475411-2,7.0,2.0,7.0,N
10475418,10/02/2019,10475418-2,1.0,2.0,5.0,N
10475418,10/02/2019,10475418-3,1.0,2.0,5.0,N
10478354,11/02/2019,10478354-1,4.0,2.0,11.0,N
10475364,11/02/2019,10475364-1,5.0,2.0,2.0,N
10475368,11/02/2019,10475368-1,2.0,2.0,10.0,N
10475372,11/02/2019,10475372-1,1.0,2.0,5.0,N
10475375,11/02/2019,10475375-1,2.0,2.0,10.0,N
10475375,11/02/2019,10475375-2,2.0,2.0,1.0,N
10475378,11/02/2019,10475378-1,2.0,2.0,10.0,N
10475388,11/02/2019,10475388-1,1.0,2.0,5.0,N
10475389,11/02/2019,10475389-2,5.0,2.0,11.0,N
10475390,11/02/2019,10475390-2,1.0,2.0,5.0,N
10475395,11/02/2019,10475395-1,2.0,2.0,4.0,N
10475393,11/02/2019,10475393-1,1.0,2.0,5.0,N
10475399,11/02/2019,10475399-1,1.0,2.0,5.0,N
10475400,11/02/2019,10475400-1,2.0,2.0,4.0,N
10475402,11/02/2019,10475402-1,4.0,2.0,11.0,N
10475404,11/02/2019,10475404-1,1.0,2.0,5.0,N
10475406,11/02/2019,10475406-2,1.0,2.0,5.0,N
10475407,11/02/2019,10475407-1,1.0,2.0,5.0,N
10475413,11/02/2019,10475413-1,1.0,2.0,7.0,N
10475416,11/02/2019,10475416-2,1.0,2.0,5.0,N
10475417,11/02/2019,10475417-1,3.0,2.0,10.0,N
10475419,11/02/2019,10475419-1,1.0,2.0,5.0,N
10475422,11/02/2019,10475422-1,8.0,2.0,11.0,N
10475420,11/02/2019,10475420-1,3.0,2.0,4.0,N
10475421,11/02/2019,10475421-1,4.0,2.0,2.0,N
10475424,11/02/2019,10475424-1,7.0,2.0,4.0,N
10475425,11/02/2019,10475425-1,2.0,2.0,4.0,N
10475426,11/02/2019,10475426-1,7.0,2.0,4.0,N
10475427,11/02/2019,10475427-2,2.0,2.0,10.0,N
10475431,11/02/2019,10475431-1,1.0,2.0,5.0,N
10475431,11/02/2019,10475431-2,7.0,2.0,4.0,N
10475433,11/02/2019,10475433-1,1.0,2.0,5.0,N
10475434,11/02/2019,10475434-1,1.0,2.0,5.0,N
10475437,11/02/2019,10475437-1,4.0,2.0,11.0,N
10475435,11/02/2019,10475435-2,4.0,2.0,1.0,N
10475438,11/02/2019,10475438-2,1.0,2.0,5.0,N
10475442,11/02/2019,10475442-1,2.0,2.0,4.0,N
10475443,11/02/2019,10475443-1,7.0,2.0,1.0,N
10475444,11/02/2019,10475444-1,1.0,2.0,5.0,N
10475445,11/02/2019,10475445-1,4.0,2.0,1.0,N
10475447,11/02/2019,10475447-2,1.0,2.0,5.0,N
10475448,11/02/2019,10475448-1,1.0,2.0,5.0,N
10475452,11/02/2019,10475452-1,4.0,2.0,2.0,N
10475452,11/02/2019,10475452-2,2.0,2.0,10.0,N
10475450,11/02/2019,10475450-1,7.0,2.0,4.0,N
10475450,11/02/2019,10475450-2,2.0,2.0,7.0,N
10475451,11/02/2019,10475451-2,1.0,2.0,5.0,N
10475454,11/02/2019,10475454-1,4.0,2.0,11.0,N
10475454,11/02/2019,10475454-2,4.0,2.0,11.0,N
10475455,11/02/2019,10475455-1,8.0,2.0,11.0,N
10475457,11/02/2019,10475457-2,1.0,2.0,5.0,N
10475458,11/02/2019,10475458-2,5.0,2.0,11.0,N
10475460,11/02/2019,10475460-1,5.0,2.0,11.0,N
10475460,11/02/2019,10475460-2,2.0,2.0,4.0,N
10475459,11/02/2019,10475459-1,8.0,2.0,11.0,N
10475461,11/02/2019,10475461-2,1.0,2.0,5.0,N
10475466,11/02/2019,10475466-2,1.0,2.0,5.0,N
10475465,11/02/2019,10475465-1,5.0,2.0,11.0,N
10475468,11/02/2019,10475468-2,5.0,2.0,8.0,N
10475467,11/02/2019,10475467-1,1.0,2.0,5.0,N
10475475,11/02/2019,10475475-2,4.0,2.0,11.0,N
10475473,11/02/2019,10475473-1,5.0,2.0,2.0,N
10475473,11/02/2019,10475473-4,5.0,2.0,7.0,N
10475476,11/02/2019,10475476-2,1.0,2.0,5.0,N
10475502,11/02/2019,10475502-2,1.0,2.0,5.0,N
10475509,11/02/2019,10475509-1,1.0,2.0,5.0,N
10475510,11/02/2019,10475510-1,1.0,2.0,5.0,N
10475517,11/02/2019,10475517-1,2.0,2.0,10.0,N
10475517,11/02/2019,10475517-2,2.0,2.0,10.0,N
10475519,11/02/2019,10475519-2,1.0,2.0,5.0,N
10475527,11/02/2019,10475527-1,1.0,2.0,5.0,N
10475530,11/02/2019,10475530-1,2.0,2.0,4.0,N
10475547,11/02/2019,10475547-1,2.0,2.0,4.0,N
10475548,11/02/2019,10475548-1,1.0,2.0,5.0,N
10475560,11/02/2019,10475560-2,2.0,2.0,6.0,N
10475560,11/02/2019,10475560-3,7.0,2.0,9.0,N
10475569,11/02/2019,10475569-2,1.0,2.0,5.0,N
10475570,11/02/2019,10475570-1,4.0,2.0,11.0,N
10475740,12/02/2019,10475740-1,1.0,2.0,5.0,N
10475478,12/02/2019,10475478-1,2.0,2.0,6.0,N
10475480,12/02/2019,10475480-1,1.0,2.0,5.0,N
10475482,12/02/2019,10475482-1,4.0,2.0,11.0,N
10475481,12/02/2019,10475481-1,2.0,2.0,7.0,N
10475483,12/02/2019,10475483-1,1.0,2.0,5.0,N
10475483,12/02/2019,10475483-2,4.0,2.0,11.0,N
10475485,12/02/2019,10475485-1,5.0,2.0,2.0,N
10475485,12/02/2019,10475485-2,5.0,2.0,2.0,N
10475486,12/02/2019,10475486-1,5.0,2.0,11.0,N
10475488,12/02/2019,10475488-1,4.0,2.0,2.0,N
10475487,12/02/2019,10475487-2,2.0,2.0,4.0,N
10475489,12/02/2019,10475489-1,4.0,2.0,2.0,N
10475494,12/02/2019,10475494-1,1.0,2.0,5.0,N
10475494,12/02/2019,10475494-2,5.0,2.0,11.0,N
10475493,12/02/2019,10475493-1,1.0,2.0,5.0,N
10475492,12/02/2019,10475492-1,7.0,2.0,4.0,N
10475492,12/02/2019,10475492-2,4.0,2.0,11.0,N
10475495,12/02/2019,10475495-2,9.0,2.0,11.0,N
10475496,12/02/2019,10475496-1,1.0,2.0,5.0,N
10475497,12/02/2019,10475497-1,2.0,2.0,4.0,N
10475498,12/02/2019,10475498-2,7.0,2.0,4.0,N
10475500,12/02/2019,10475500-2,7.0,2.0,6.0,N
10475504,12/02/2019,10475504-1,1.0,2.0,5.0,N
10475514,12/02/2019,10475514-3,1.0,2.0,5.0,N
10475520,12/02/2019,10475520-1,4.0,2.0,2.0,N
10475521,12/02/2019,10475521-1,1.0,2.0,5.0,N
10475523,12/02/2019,10475523-1,2.0,2.0,10.0,N
10475529,12/02/2019,10475529-1,1.0,2.0,5.0,N
10475531,12/02/2019,10475531-1,1.0,2.0,5.0,N
10475531,12/02/2019,10475531-2,2.0,2.0,4.0,N
10475532,12/02/2019,10475532-2,2.0,2.0,10.0,N
10475534,12/02/2019,10475534-1,5.0,2.0,1.0,N
10475535,12/02/2019,10475535-1,1.0,2.0,5.0,N
10475536,12/02/2019,10475536-2,2.0,2.0,10.0,N
10475540,12/02/2019,10475540-1,4.0,2.0,11.0,N
10475539,12/02/2019,10475539-1,2.0,2.0,10.0,N
10475542,12/02/2019,10475542-1,2.0,2.0,4.0,N
10475545,12/02/2019,10475545-1,2.0,2.0,10.0,N
10475551,12/02/2019,10475551-1,1.0,2.0,5.0,N
10475554,12/02/2019,10475554-1,2.0,2.0,7.0,N
10475557,12/02/2019,10475557-1,8.0,2.0,11.0,N
10475558,12/02/2019,10475558-1,5.0,2.0,11.0,N
10475558,12/02/2019,10475558-2,1.0,2.0,5.0,N
10475561,12/02/2019,10475561-1,2.0,2.0,10.0,N
10475563,12/02/2019,10475563-1,1.0,2.0,5.0,N
10475563,12/02/2019,10475563-2,2.0,2.0,10.0,N
10475565,12/02/2019,10475565-1,2.0,2.0,4.0,N
10475564,12/02/2019,10475564-1,5.0,2.0,1.0,N
10475564,12/02/2019,10475564-2,4.0,2.0,11.0,N
10475566,12/02/2019,10475566-1,4.0,2.0,11.0,N
10475567,12/02/2019,10475567-1,4.0,2.0,11.0,N
10475568,12/02/2019,10475568-1,7.0,2.0,4.0,N
10475568,12/02/2019,10475568-2,7.0,2.0,6.0,N
10475571,12/02/2019,10475571-2,4.0,2.0,11.0,N
10475573,12/02/2019,10475573-2,8.0,2.0,2.0,N
10475572,12/02/2019,10475572-1,2.0,2.0,5.0,N
10475575,12/02/2019,10475575-2,1.0,2.0,5.0,N
10475577,12/02/2019,10475577-1,3.0,2.0,10.0,N
10475579,12/02/2019,10475579-1,5.0,2.0,11.0,N
10475579,12/02/2019,10475579-2,2.0,2.0,10.0,N
10475581,12/02/2019,10475581-2,2.0,2.0,10.0,N
10475583,12/02/2019,10475583-1,7.0,2.0,4.0,N
10475583,12/02/2019,10475583-2,2.0,2.0,10.0,N
10475580,12/02/2019,10475580-1,6.0,2.0,5.0,N
10475580,12/02/2019,10475580-2,4.0,2.0,2.0,N
10475584,12/02/2019,10475584-1,8.0,2.0,11.0,N
10475582,12/02/2019,10475582-1,2.0,2.0,4.0,N
10475582,12/02/2019,10475582-3,2.0,2.0,10.0,N
10475585,12/02/2019,10475585-2,1.0,2.0,5.0,N
10475586,12/02/2019,10475586-3,1.0,2.0,5.0,N
10475601,12/02/2019,10475601-2,2.0,2.0,4.0,N
10475602,12/02/2019,10475602-1,5.0,2.0,11.0,N
10475603,12/02/2019,10475603-1,5.0,2.0,7.0,N
10475604,12/02/2019,10475604-1,1.0,2.0,5.0,N
10475606,12/02/2019,10475606-2,1.0,2.0,5.0,N
10475609,12/02/2019,10475609-1,4.0,2.0,11.0,N
10475612,12/02/2019,10475612-2,5.0,2.0,11.0,N
10475613,12/02/2019,10475613-1,2.0,2.0,10.0,N
10475627,12/02/2019,10475627-1,2.0,2.0,4.0,N
10475627,12/02/2019,10475627-3,2.0,2.0,4.0,N
10475630,12/02/2019,10475630-1,1.0,2.0,1.0,N
10475630,12/02/2019,10475630-2,7.0,2.0,4.0,N
