CODIGO_ACCIDENTE,FECHA,CODIGO_CAUSA
4510845,08/03/2018,157
4510846,08/03/2018,112
4510846,08/03/2018,157
4510851,08/03/2018,142
4510854,08/03/2018,112
4510862,08/03/2018,121
4510861,08/03/2018,506
4510864,08/03/2018,104
4510867,08/03/2018,112
4510866,08/03/2018,123
4510870,08/03/2018,304
4510873,08/03/2018,112
4510872,08/03/2018,410
4510874,08/03/2018,303
4510876,08/03/2018,112
4510871,08/03/2018,104
4510877,08/03/2018,112
4510877,08/03/2018,406
4510882,08/03/2018,202
4510881,08/03/2018,157
4510881,08/03/2018,103
4510883,08/03/2018,121
4510880,08/03/2018,157
4510885,08/03/2018,134
4510891,08/03/2018,123
4510892,08/03/2018,121
4510889,08/03/2018,103
4510894,08/03/2018,127
4510896,08/03/2018,122
4510895,08/03/2018,103
4510898,08/03/2018,134
4510890,08/03/2018,103
4510899,08/03/2018,112
4510901,08/03/2018,121
4510900,08/03/2018,141
4510900,08/03/2018,145
4510905,08/03/2018,134
4510906,08/03/2018,106
4510904,08/03/2018,103
4510909,08/03/2018,112
4510910,08/03/2018,157
4510910,08/03/2018,157
4510907,08/03/2018,114
4510908,08/03/2018,109
4510911,08/03/2018,103
4510902,08/03/2018,121
4510915,08/03/2018,121
4510915,08/03/2018,121
4510913,08/03/2018,121
4510917,08/03/2018,121
4510919,08/03/2018,112
4510916,08/03/2018,103
4510922,08/03/2018,106
4510914,08/03/2018,121
4510920,08/03/2018,127
4510921,08/03/2018,157
4510926,08/03/2018,134
4510926,08/03/2018,141
4510925,08/03/2018,121
4510923,08/03/2018,103
4510928,08/03/2018,157
4510928,08/03/2018,157
4510927,08/03/2018,103
4510931,08/03/2018,134
4510932,08/03/2018,103
4510930,08/03/2018,202
4510936,08/03/2018,143
4510936,08/03/2018,143
4510934,08/03/2018,121
4510935,08/03/2018,125
4510938,08/03/2018,103
4510940,08/03/2018,121
4510937,08/03/2018,103
4510939,08/03/2018,121
4510941,08/03/2018,103
4510942,08/03/2018,112
4510944,08/03/2018,103
4510946,08/03/2018,103
4510945,08/03/2018,157
4510948,08/03/2018,121
4510950,08/03/2018,157
4510950,08/03/2018,157
4510949,08/03/2018,123
4510951,08/03/2018,121
4510953,08/03/2018,112
4510954,08/03/2018,103
4510956,08/03/2018,157
4510957,08/03/2018,134
4510958,08/03/2018,121
4510959,08/03/2018,157
4510960,08/03/2018,143
4510962,08/03/2018,121
4510963,08/03/2018,103
4510963,08/03/2018,141
4510967,08/03/2018,112
4510966,08/03/2018,135
4510980,08/03/2018,145
4510979,08/03/2018,112
4510978,08/03/2018,112
4510984,08/03/2018,157
4510982,08/03/2018,95
4510983,08/03/2018,157
4510987,08/03/2018,157
4510987,08/03/2018,157
4510986,08/03/2018,121
4510988,08/03/2018,157
4510991,08/03/2018,103
4510994,08/03/2018,116
4510996,08/03/2018,157
4511001,08/03/2018,157
4511009,08/03/2018,411
4511011,08/03/2018,132
4511014,08/03/2018,142
4511014,08/03/2018,142
4511017,08/03/2018,127
4511020,08/03/2018,141
4511023,08/03/2018,142
4511026,08/03/2018,157
4511098,08/03/2018,142
4511098,08/03/2018,116
4511124,08/03/2018,103
4511124,08/03/2018,121
4511128,08/03/2018,103
4511135,08/03/2018,157
4511135,08/03/2018,157
4511134,08/03/2018,141
4511134,08/03/2018,134
4511136,08/03/2018,121
4511145,08/03/2018,112
4511148,08/03/2018,145
4511148,08/03/2018,145
4511154,08/03/2018,121
4511166,08/03/2018,103
4511180,08/03/2018,134
4511188,08/03/2018,121
4511215,08/03/2018,121
4510869,08/03/2018,134
4510947,08/03/2018,121
4510865,08/03/2018,411
4510897,08/03/2018,103
4510897,08/03/2018,121
4510912,08/03/2018,121
4510955,08/03/2018,121
4510903,08/03/2018,109
4511218,08/03/2018,103
4510929,08/03/2018,104
4510929,08/03/2018,134
4510952,08/03/2018,112
4510918,08/03/2018,112
4510918,08/03/2018,112
4514607,08/03/2018,134
4510989,09/03/2018,106
4511178,09/03/2018,103
4511006,09/03/2018,411
4511310,09/03/2018,145
4511310,09/03/2018,145
4511314,09/03/2018,98
4511335,09/03/2018,121
4511346,09/03/2018,103
4511427,09/03/2018,121
4511483,09/03/2018,127
4510998,09/03/2018,157
4510998,09/03/2018,157
4510860,09/03/2018,112
4510965,09/03/2018,157
4510965,09/03/2018,143
4510968,09/03/2018,103
4510969,09/03/2018,134
4510970,09/03/2018,121
4510971,09/03/2018,142
4510971,09/03/2018,142
4510975,09/03/2018,121
4510974,09/03/2018,121
4510976,09/03/2018,157
4510977,09/03/2018,103
4510981,09/03/2018,121
4510989,09/03/2018,97
4510990,09/03/2018,112
4510992,09/03/2018,301
4510992,09/03/2018,157
4510993,09/03/2018,119
4510995,09/03/2018,157
4510997,09/03/2018,112
4510999,09/03/2018,157
4510999,09/03/2018,157
4511002,09/03/2018,112
4511003,09/03/2018,112
4511004,09/03/2018,112
4511007,09/03/2018,93
4511005,09/03/2018,411
4511010,09/03/2018,112
4511008,09/03/2018,201
4511013,09/03/2018,132
4511012,09/03/2018,411
4511015,09/03/2018,112
4511019,09/03/2018,141
4511019,09/03/2018,103
4511016,09/03/2018,112
4511016,09/03/2018,112
4511021,09/03/2018,157
4511024,09/03/2018,409
4511022,09/03/2018,123
4511025,09/03/2018,103
4511028,09/03/2018,121
4511029,09/03/2018,134
4511030,09/03/2018,121
4511032,09/03/2018,121
4511034,09/03/2018,103
4511035,09/03/2018,121
4511036,09/03/2018,157
4511036,09/03/2018,121
4511037,09/03/2018,157
4511037,09/03/2018,157
4511038,09/03/2018,121
4511041,09/03/2018,157
4511043,09/03/2018,112
4511040,09/03/2018,157
4511040,09/03/2018,157
4511045,09/03/2018,121
4511048,09/03/2018,127
4511046,09/03/2018,103
4511047,09/03/2018,145
4511047,09/03/2018,157
4511049,09/03/2018,157
4511050,09/03/2018,157
4511052,09/03/2018,123
4511053,09/03/2018,112
4511055,09/03/2018,112
4511054,09/03/2018,123
4511057,09/03/2018,409
4511058,09/03/2018,112
4511061,09/03/2018,103
4511060,09/03/2018,154
4511060,09/03/2018,506
4511062,09/03/2018,103
4511063,09/03/2018,132
4511065,09/03/2018,102
4511064,09/03/2018,103
4511064,09/03/2018,121
4511067,09/03/2018,112
4511068,09/03/2018,142
4511068,09/03/2018,142
4511069,09/03/2018,134
4511070,09/03/2018,121
4511070,09/03/2018,99
4511074,09/03/2018,121
4511079,09/03/2018,112
4511080,09/03/2018,112
4511084,09/03/2018,103
4511092,09/03/2018,103
4511095,09/03/2018,409
4511099,09/03/2018,157
4511099,09/03/2018,157
4511115,09/03/2018,103
4511117,09/03/2018,121
4511123,09/03/2018,103
4511127,09/03/2018,112
4511130,09/03/2018,121
4511132,09/03/2018,121
4511131,09/03/2018,121
4511137,09/03/2018,134
4511133,09/03/2018,157
4511138,09/03/2018,121
4511139,09/03/2018,116
4511139,09/03/2018,141
4511141,09/03/2018,145
4511142,09/03/2018,145
4511151,09/03/2018,103
4511150,09/03/2018,121
4511150,09/03/2018,121
4511152,09/03/2018,121
4511152,09/03/2018,121
4511153,09/03/2018,143
4511157,09/03/2018,121
4511157,09/03/2018,157
4511159,09/03/2018,121
4511158,09/03/2018,121
4511161,09/03/2018,112
4511162,09/03/2018,157
4511163,09/03/2018,121
4511167,09/03/2018,112
4511168,09/03/2018,121
4511169,09/03/2018,121
4511170,09/03/2018,103
4511171,09/03/2018,103
4511175,09/03/2018,103
4511174,09/03/2018,103
4511176,09/03/2018,98
4511178,09/03/2018,157
4511178,09/03/2018,157
4511179,09/03/2018,103
4511181,09/03/2018,121
4511186,09/03/2018,134
4511186,09/03/2018,141
4511182,09/03/2018,112
4511189,09/03/2018,103
4511191,09/03/2018,121
4511206,09/03/2018,141
4511206,09/03/2018,157
4511219,09/03/2018,157
4511247,09/03/2018,121
4511258,09/03/2018,112
4511261,09/03/2018,157
4511261,09/03/2018,157
4511284,09/03/2018,103
4511300,09/03/2018,112
4511006,09/03/2018,401
4511000,09/03/2018,98
4510973,09/03/2018,103
4511056,09/03/2018,157
4511056,09/03/2018,157
4511226,09/03/2018,103
4511104,09/03/2018,121
4511147,09/03/2018,121
4511051,09/03/2018,134
4511059,09/03/2018,119
4511140,09/03/2018,103
4511252,09/03/2018,121
4511033,09/03/2018,103
4511018,09/03/2018,116
4511027,09/03/2018,134
4511146,09/03/2018,121
4511264,09/03/2018,143
4511120,09/03/2018,112
4511066,09/03/2018,97
4510972,09/03/2018,157
4510972,09/03/2018,157
4511409,10/03/2018,121
4511097,10/03/2018,114
4511407,10/03/2018,115
4511312,10/03/2018,112
4511315,10/03/2018,115
4511315,10/03/2018,112
4511317,10/03/2018,121
4511325,10/03/2018,121
4511329,10/03/2018,157
4511329,10/03/2018,141
4511330,10/03/2018,123
4511332,10/03/2018,154
4511336,10/03/2018,121
4511338,10/03/2018,121
4511339,10/03/2018,112
4511341,10/03/2018,121
4511344,10/03/2018,103
4511349,10/03/2018,303
4511350,10/03/2018,121
4511409,10/03/2018,134
4511410,10/03/2018,121
4511415,10/03/2018,121
4511414,10/03/2018,143
4511417,10/03/2018,157
4511420,10/03/2018,103
4511422,10/03/2018,103
4511426,10/03/2018,106
4511425,10/03/2018,121
4511432,10/03/2018,121
4511432,10/03/2018,134
4511434,10/03/2018,121
4511436,10/03/2018,121
4511440,10/03/2018,134
4511437,10/03/2018,121
4511442,10/03/2018,121
4511443,10/03/2018,121
4511447,10/03/2018,103
4511450,10/03/2018,121
4511462,10/03/2018,142
4511599,10/03/2018,143
4511241,10/03/2018,121
4511839,10/03/2018,157
4511839,10/03/2018,157
4511042,10/03/2018,121
4511044,10/03/2018,157
4511071,10/03/2018,157
4511160,10/03/2018,121
4511072,10/03/2018,127
4511073,10/03/2018,121
4511075,10/03/2018,410
4511076,10/03/2018,142
4511076,10/03/2018,142
4511077,10/03/2018,112
4511081,10/03/2018,157
4511078,10/03/2018,104
4511078,10/03/2018,104
4511085,10/03/2018,157
4511083,10/03/2018,127
4511086,10/03/2018,103
4511089,10/03/2018,112
4511088,10/03/2018,157
4511087,10/03/2018,101
4511087,10/03/2018,104
4511090,10/03/2018,157
4511090,10/03/2018,506
4511091,10/03/2018,411
4511094,10/03/2018,411
4511094,10/03/2018,157
4511093,10/03/2018,106
4511096,10/03/2018,97
4511097,10/03/2018,121
4511100,10/03/2018,157
4511101,10/03/2018,132
4511105,10/03/2018,121
4511106,10/03/2018,157
4511107,10/03/2018,112
4511111,10/03/2018,411
4511119,10/03/2018,112
4511125,10/03/2018,121
4511144,10/03/2018,157
4511144,10/03/2018,157
4511156,10/03/2018,132
4511165,10/03/2018,121
4511173,10/03/2018,134
4511185,10/03/2018,112
4511185,10/03/2018,104
4511184,10/03/2018,157
4511184,10/03/2018,157
4511197,10/03/2018,103
4511203,10/03/2018,105
4511203,10/03/2018,157
4511208,10/03/2018,98
4511208,10/03/2018,409
4511210,10/03/2018,93
4511221,10/03/2018,121
4511223,10/03/2018,93
4511229,10/03/2018,133
4511227,10/03/2018,121
4511231,10/03/2018,142
4511231,10/03/2018,401
4511231,10/03/2018,401
4511233,10/03/2018,125
4511237,10/03/2018,103
4511238,10/03/2018,121
4511246,10/03/2018,121
4511249,10/03/2018,121
4511253,10/03/2018,103
4511267,10/03/2018,145
4511269,10/03/2018,154
4511273,10/03/2018,121
4511280,10/03/2018,123
4511293,10/03/2018,103
4511290,10/03/2018,121
4511297,10/03/2018,98
4511295,10/03/2018,103
4511296,10/03/2018,103
4511299,10/03/2018,102
4511298,10/03/2018,121
4511298,10/03/2018,121
4511302,10/03/2018,112
4511302,10/03/2018,143
4511304,10/03/2018,121
4511303,10/03/2018,103
4511305,10/03/2018,112
4511306,10/03/2018,157
4511306,10/03/2018,157
4511308,10/03/2018,112
4511429,10/03/2018,121
4511276,10/03/2018,157
4511276,10/03/2018,121
4511222,10/03/2018,121
4511232,10/03/2018,202
4511287,10/03/2018,157
4511342,10/03/2018,121
4511309,10/03/2018,121
4511082,10/03/2018,157
4511082,10/03/2018,506
4511407,10/03/2018,112
4511311,10/03/2018,112
4511256,11/03/2018,115
4511270,11/03/2018,104
4511271,11/03/2018,157
4511351,11/03/2018,103
4511368,11/03/2018,409
4511393,11/03/2018,112
4511451,11/03/2018,103
4511454,11/03/2018,145
4511454,11/03/2018,145
4511457,11/03/2018,112
4511468,11/03/2018,121
4511487,11/03/2018,103
4511637,11/03/2018,116
4511698,11/03/2018,97
4511880,11/03/2018,157
4511880,11/03/2018,105
4512105,11/03/2018,103
4512228,11/03/2018,121
4512889,11/03/2018,103
4511190,11/03/2018,145
4511102,11/03/2018,142
4511103,11/03/2018,133
4511108,11/03/2018,157
4511108,11/03/2018,409
4511109,11/03/2018,121
4511112,11/03/2018,121
4511110,11/03/2018,98
4511113,11/03/2018,411
4511113,11/03/2018,157
4511114,11/03/2018,157
4511114,11/03/2018,404
4511116,11/03/2018,103
4511118,11/03/2018,157
4511121,11/03/2018,112
4511122,11/03/2018,121
4511126,11/03/2018,121
4511129,11/03/2018,157
4511129,11/03/2018,157
4511143,11/03/2018,122
4511149,11/03/2018,121
4511155,11/03/2018,121
4511164,11/03/2018,157
4511172,11/03/2018,142
4511172,11/03/2018,142
4511183,11/03/2018,157
4511187,11/03/2018,103
4511192,11/03/2018,157
4511193,11/03/2018,157
4511194,11/03/2018,157
4511194,11/03/2018,157
4511195,11/03/2018,127
4511196,11/03/2018,145
4511201,11/03/2018,116
4511201,11/03/2018,409
4511213,11/03/2018,405
4511224,11/03/2018,103
4511225,11/03/2018,409
4511240,11/03/2018,142
4511240,11/03/2018,142
4511254,11/03/2018,102
4511256,11/03/2018,121
4511259,11/03/2018,143
4511259,11/03/2018,127
4511260,11/03/2018,106
4511262,11/03/2018,142
4511268,11/03/2018,121
4511270,11/03/2018,143
4511274,11/03/2018,157
4511265,11/03/2018,121
4511265,11/03/2018,306
4511275,11/03/2018,111
4511275,11/03/2018,157
4511279,11/03/2018,134
4511278,11/03/2018,103
4511282,11/03/2018,121
4511283,11/03/2018,127
4511286,11/03/2018,103
4511289,11/03/2018,121
4511292,11/03/2018,142
4511292,11/03/2018,142
4511301,11/03/2018,121
4511307,11/03/2018,121
4511842,11/03/2018,157
4511271,11/03/2018,145
4511277,11/03/2018,112
4511177,11/03/2018,145
4511177,11/03/2018,121
4511288,11/03/2018,103
10447374,11/03/2018,121
4511205,11/03/2018,114
4511358,12/03/2018,157
4511516,12/03/2018,145
4511464,12/03/2018,152
4511257,12/03/2018,122
4511320,12/03/2018,112
4511323,12/03/2018,157
4511321,12/03/2018,121
4511328,12/03/2018,98
4511324,12/03/2018,103
4511331,12/03/2018,103
4511333,12/03/2018,121
4511337,12/03/2018,121
4511340,12/03/2018,143
4511345,12/03/2018,157
4511348,12/03/2018,98
4511353,12/03/2018,157
4511352,12/03/2018,121
4511354,12/03/2018,143
4511356,12/03/2018,112
4511356,12/03/2018,97
4511355,12/03/2018,157
4511360,12/03/2018,142
4511360,12/03/2018,142
4511358,12/03/2018,116
4511358,12/03/2018,141
4511363,12/03/2018,123
4511362,12/03/2018,121
4511362,12/03/2018,93
4511365,12/03/2018,411
4511370,12/03/2018,506
4511388,12/03/2018,127
4511389,12/03/2018,409
4511397,12/03/2018,121
4511397,12/03/2018,106
4511398,12/03/2018,121
4511400,12/03/2018,104
4511400,12/03/2018,104
4511402,12/03/2018,121
4511405,12/03/2018,121
4511403,12/03/2018,112
4511408,12/03/2018,103
4511411,12/03/2018,106
4511416,12/03/2018,121
4511424,12/03/2018,121
4511423,12/03/2018,102
4511430,12/03/2018,103
4511433,12/03/2018,112
4511448,12/03/2018,121
4511453,12/03/2018,121
4511461,12/03/2018,134
4511460,12/03/2018,103
4511463,12/03/2018,127
4511466,12/03/2018,157
4511467,12/03/2018,112
4511471,12/03/2018,103
4511470,12/03/2018,125
4511474,12/03/2018,145
4511473,12/03/2018,145
4511475,12/03/2018,121
4511477,12/03/2018,121
4511476,12/03/2018,121
4511481,12/03/2018,134
4511479,12/03/2018,121
4511482,12/03/2018,103
4511482,12/03/2018,112
4511485,12/03/2018,103
4511484,12/03/2018,157
4511488,12/03/2018,157
4511488,12/03/2018,157
4511489,12/03/2018,141
4511491,12/03/2018,132
4511492,12/03/2018,157
4511494,12/03/2018,103
4511496,12/03/2018,103
4511500,12/03/2018,121
4511499,12/03/2018,103
4511502,12/03/2018,103
4511510,12/03/2018,121
4511509,12/03/2018,112
4511512,12/03/2018,121
4511519,12/03/2018,143
4511516,12/03/2018,103
4511531,12/03/2018,104
4511531,12/03/2018,93
4511529,12/03/2018,409
4511532,12/03/2018,157
4511532,12/03/2018,506
4511587,12/03/2018,103
4511603,12/03/2018,104
4511604,12/03/2018,103
4511632,12/03/2018,121
4511817,12/03/2018,121
4511464,12/03/2018,145
4511199,12/03/2018,132
4511200,12/03/2018,116
4511204,12/03/2018,103
4511209,12/03/2018,157
4511209,12/03/2018,143
4511207,12/03/2018,112
4511211,12/03/2018,157
4511211,12/03/2018,157
4511212,12/03/2018,104
4511214,12/03/2018,142
4511216,12/03/2018,157
4511216,12/03/2018,157
4511217,12/03/2018,127
4511220,12/03/2018,119
4511228,12/03/2018,152
4511230,12/03/2018,157
4511230,12/03/2018,411
4511235,12/03/2018,112
4511234,12/03/2018,97
4511236,12/03/2018,142
4511236,12/03/2018,142
4511239,12/03/2018,102
4511242,12/03/2018,116
4511242,12/03/2018,308
4511244,12/03/2018,121
4511243,12/03/2018,404
4511243,12/03/2018,134
4511245,12/03/2018,506
4511251,12/03/2018,157
4511251,12/03/2018,157
4511250,12/03/2018,103
4511248,12/03/2018,121
4511257,12/03/2018,103
4511255,12/03/2018,121
4511266,12/03/2018,121
4511263,12/03/2018,501
4511272,12/03/2018,142
4511272,12/03/2018,142
4511281,12/03/2018,112
4511285,12/03/2018,134
4511291,12/03/2018,112
4511291,12/03/2018,145
4511294,12/03/2018,121
4511459,12/03/2018,112
4511505,12/03/2018,127
4511505,12/03/2018,95
4511334,12/03/2018,112
4511334,12/03/2018,127
4511507,12/03/2018,121
4511493,12/03/2018,121
4511313,12/03/2018,143
4511419,12/03/2018,103
4511343,12/03/2018,103
10447525,12/03/2018,145
4511366,13/03/2018,157
4511369,13/03/2018,103
4511564,13/03/2018,132
4511654,13/03/2018,103
4511316,13/03/2018,103
4511318,13/03/2018,116
4511318,13/03/2018,401
4511319,13/03/2018,98
4511322,13/03/2018,112
4511326,13/03/2018,157
4511347,13/03/2018,121
4511347,13/03/2018,121
4511357,13/03/2018,121
4511359,13/03/2018,157
4511361,13/03/2018,157
4511366,13/03/2018,112
4511372,13/03/2018,112
4511371,13/03/2018,112
4511373,13/03/2018,103
4511374,13/03/2018,112
4511369,13/03/2018,157
4511375,13/03/2018,157
4511379,13/03/2018,103
4511380,13/03/2018,121
4511377,13/03/2018,157
4511382,13/03/2018,411
4511382,13/03/2018,157
4511381,13/03/2018,142
4511381,13/03/2018,127
4511386,13/03/2018,121
4511387,13/03/2018,401
4511384,13/03/2018,157
4511385,13/03/2018,112
4511390,13/03/2018,157
4511390,13/03/2018,157
4511392,13/03/2018,407
4511392,13/03/2018,157
4511391,13/03/2018,98
4511394,13/03/2018,121
4511396,13/03/2018,506
4511399,13/03/2018,103
4511395,13/03/2018,112
4511406,13/03/2018,134
4511412,13/03/2018,103
4511404,13/03/2018,103
4511404,13/03/2018,103
4511421,13/03/2018,104
4511413,13/03/2018,121
4511413,13/03/2018,119
4511428,13/03/2018,134
4511428,13/03/2018,141
4511435,13/03/2018,104
4511431,13/03/2018,121
4511439,13/03/2018,121
4511438,13/03/2018,157
4511441,13/03/2018,134
4511445,13/03/2018,103
4511444,13/03/2018,121
4511446,13/03/2018,121
4511449,13/03/2018,103
4511452,13/03/2018,134
4511455,13/03/2018,133
4511455,13/03/2018,121
4511458,13/03/2018,103
4511465,13/03/2018,127
4511465,13/03/2018,90
4511472,13/03/2018,103
4511478,13/03/2018,132
4511480,13/03/2018,103
4511490,13/03/2018,121
4511495,13/03/2018,104
4511498,13/03/2018,121
4511501,13/03/2018,157
4511503,13/03/2018,103
4511503,13/03/2018,132
4511508,13/03/2018,103
4511513,13/03/2018,121
4511514,13/03/2018,103
4511520,13/03/2018,121
4511524,13/03/2018,121
4511525,13/03/2018,134
4511528,13/03/2018,97
4511526,13/03/2018,121
4511533,13/03/2018,112
4511533,13/03/2018,306
4511534,13/03/2018,112
4511535,13/03/2018,102
4511539,13/03/2018,141
4511546,13/03/2018,157
4511552,13/03/2018,112
4511552,13/03/2018,107
4511549,13/03/2018,401
4511551,13/03/2018,157
4511551,13/03/2018,102
4511556,13/03/2018,409
4511556,13/03/2018,98
4511557,13/03/2018,112
4511557,13/03/2018,98
4511558,13/03/2018,121
4511559,13/03/2018,103
4511563,13/03/2018,157
4511561,13/03/2018,127
4511564,13/03/2018,104
4511564,13/03/2018,116
4511565,13/03/2018,145
4511565,13/03/2018,93
4511573,13/03/2018,103
4511573,13/03/2018,121
4511574,13/03/2018,121
4511575,13/03/2018,157
4511579,13/03/2018,151
4511580,13/03/2018,121
4511581,13/03/2018,103
4511584,13/03/2018,121
4511588,13/03/2018,103
4511590,13/03/2018,103
4511591,13/03/2018,157
4511596,13/03/2018,112
4511597,13/03/2018,103
4511598,13/03/2018,121
4511600,13/03/2018,143
4511601,13/03/2018,121
4511602,13/03/2018,157
4511602,13/03/2018,157
4511605,13/03/2018,121
4511606,13/03/2018,103
4511607,13/03/2018,106
4511614,13/03/2018,103
4511617,13/03/2018,121
4511615,13/03/2018,103
4511619,13/03/2018,112
4511619,13/03/2018,112
4511620,13/03/2018,112
4511626,13/03/2018,103
4511623,13/03/2018,103
4511629,13/03/2018,134
4511627,13/03/2018,121
4511630,13/03/2018,103
4511633,13/03/2018,157
4511654,13/03/2018,112
4511654,13/03/2018,112
4511680,13/03/2018,143
4511680,13/03/2018,141
4511687,13/03/2018,409
4511690,13/03/2018,98
4511703,13/03/2018,119
4511706,13/03/2018,409
4511691,13/03/2018,103
4511774,13/03/2018,121
4511834,13/03/2018,121
4511834,13/03/2018,141
4511927,13/03/2018,217
4511989,13/03/2018,157
4511585,13/03/2018,143
4512781,13/03/2018,102
4512783,13/03/2018,157
4511486,13/03/2018,157
4511745,13/03/2018,121
4511567,13/03/2018,116
4511537,13/03/2018,105
4511593,13/03/2018,103
4511378,13/03/2018,141
4511378,13/03/2018,145
4514757,13/03/2018,104
10447605,13/03/2018,142
10447605,13/03/2018,142
10479261,13/03/2018,411
4511624,14/03/2018,145
4511837,14/03/2018,143
4511560,14/03/2018,115
4511401,14/03/2018,103
4511497,14/03/2018,157
4511497,14/03/2018,157
4511506,14/03/2018,121
4511511,14/03/2018,103
4511504,14/03/2018,103
4511518,14/03/2018,106
4511517,14/03/2018,103
4511515,14/03/2018,121
4511521,14/03/2018,103
4511523,14/03/2018,112
4511527,14/03/2018,121
4511530,14/03/2018,411
4511536,14/03/2018,112
4511538,14/03/2018,103
4511540,14/03/2018,119
4511541,14/03/2018,157
4511542,14/03/2018,157
4511547,14/03/2018,142
4511547,14/03/2018,142
4511545,14/03/2018,112
4511550,14/03/2018,103
4511550,14/03/2018,103
4511548,14/03/2018,157
4511544,14/03/2018,157
4511544,14/03/2018,157
4511554,14/03/2018,121
4511555,14/03/2018,121
4511566,14/03/2018,123
4511562,14/03/2018,112
4511568,14/03/2018,121
4511570,14/03/2018,103
4511572,14/03/2018,112
4511571,14/03/2018,145
4511571,14/03/2018,145
4511569,14/03/2018,157
4511578,14/03/2018,157
4511582,14/03/2018,134
4511576,14/03/2018,103
4511583,14/03/2018,121
4511589,14/03/2018,98
4511592,14/03/2018,98
4511595,14/03/2018,112
4511610,14/03/2018,121
4511609,14/03/2018,142
4511612,14/03/2018,103
4511613,14/03/2018,121
4511624,14/03/2018,103
4511638,14/03/2018,157
4511641,14/03/2018,112
4511640,14/03/2018,134
4511640,14/03/2018,121
4511643,14/03/2018,121
4511645,14/03/2018,121
4511648,14/03/2018,134
4511647,14/03/2018,121
4511650,14/03/2018,121
4511655,14/03/2018,106
4511657,14/03/2018,112
4511662,14/03/2018,104
4511661,14/03/2018,103
4511661,14/03/2018,103
4511665,14/03/2018,121
4511667,14/03/2018,103
4511669,14/03/2018,103
4511670,14/03/2018,103
4511673,14/03/2018,157
4511676,14/03/2018,103
4511682,14/03/2018,121
4511685,14/03/2018,134
4511684,14/03/2018,121
4511688,14/03/2018,123
4511692,14/03/2018,103
4511693,14/03/2018,98
4511696,14/03/2018,112
4511694,14/03/2018,409
4511697,14/03/2018,409
4511702,14/03/2018,121
4511709,14/03/2018,157
4511707,14/03/2018,116
4511711,14/03/2018,157
4511710,14/03/2018,121
4511713,14/03/2018,119
4511718,14/03/2018,402
4511722,14/03/2018,119
4511721,14/03/2018,127
4511723,14/03/2018,127
4511725,14/03/2018,157
4511730,14/03/2018,409
4511730,14/03/2018,157
4511735,14/03/2018,157
4511744,14/03/2018,145
4511744,14/03/2018,141
4511749,14/03/2018,121
4511797,14/03/2018,157
4511816,14/03/2018,121
4511821,14/03/2018,157
4511825,14/03/2018,123
4511825,14/03/2018,123
4511829,14/03/2018,121
4511833,14/03/2018,121
4511837,14/03/2018,132
4511926,14/03/2018,102
4511939,14/03/2018,103
4511967,14/03/2018,112
4511967,14/03/2018,141
4512002,14/03/2018,121
4511586,14/03/2018,103
4511652,14/03/2018,132
4511634,14/03/2018,112
4511686,14/03/2018,121
4511560,14/03/2018,121
4511383,14/03/2018,142
4511383,14/03/2018,114
4511720,14/03/2018,409
4511677,14/03/2018,121
4511658,14/03/2018,121
4511936,14/03/2018,157
4511664,14/03/2018,103
4511672,14/03/2018,121
4511639,14/03/2018,103
4511543,14/03/2018,157
4511543,14/03/2018,410
4511675,15/03/2018,157
4511700,15/03/2018,112
4511952,15/03/2018,132
4511998,15/03/2018,157
4515662,15/03/2018,104
4511608,15/03/2018,115
4511608,15/03/2018,407
4511611,15/03/2018,157
4511618,15/03/2018,101
4511621,15/03/2018,103
4511625,15/03/2018,132
4511628,15/03/2018,134
4511631,15/03/2018,143
4511635,15/03/2018,103
4511636,15/03/2018,121
4511642,15/03/2018,121
4511644,15/03/2018,103
4511651,15/03/2018,103
4511653,15/03/2018,121
4511659,15/03/2018,103
4511663,15/03/2018,121
4511660,15/03/2018,103
4511666,15/03/2018,121
4511671,15/03/2018,104
4511668,15/03/2018,157
4511674,15/03/2018,121
4511678,15/03/2018,121
4511675,15/03/2018,141
4511679,15/03/2018,103
4511681,15/03/2018,106
4511683,15/03/2018,142
4511683,15/03/2018,142
4511689,15/03/2018,121
4511695,15/03/2018,404
4511700,15/03/2018,98
4511700,15/03/2018,112
4511699,15/03/2018,409
4511701,15/03/2018,123
4511708,15/03/2018,121
4511705,15/03/2018,157
4511705,15/03/2018,121
4511714,15/03/2018,103
4511715,15/03/2018,112
4511712,15/03/2018,112
4511716,15/03/2018,157
4511717,15/03/2018,121
4511719,15/03/2018,145
4511726,15/03/2018,121
4511727,15/03/2018,410
4511728,15/03/2018,157
4511732,15/03/2018,103
4511731,15/03/2018,98
4511729,15/03/2018,121
4511733,15/03/2018,409
4511734,15/03/2018,123
4511736,15/03/2018,119
4511738,15/03/2018,103
4511737,15/03/2018,409
4511737,15/03/2018,157
4511739,15/03/2018,157
4511741,15/03/2018,157
4511741,15/03/2018,157
4511740,15/03/2018,121
4511742,15/03/2018,143
4511742,15/03/2018,143
4511743,15/03/2018,121
4511746,15/03/2018,121
4511747,15/03/2018,121
4511748,15/03/2018,143
4511750,15/03/2018,121
4511751,15/03/2018,103
4511752,15/03/2018,121
4511753,15/03/2018,112
4511754,15/03/2018,103
4511758,15/03/2018,409
4511762,15/03/2018,121
4511763,15/03/2018,409
4511764,15/03/2018,409
